ORCA_URN	AnalyzedText	Analysis	textDeformation
urn:cite2:hmt:scholsign.v1:cs4402	urn:cts:greekLit:tlg5026.msA.hmt:3.62	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4403	urn:cts:greekLit:tlg5026.msA.hmt:3.92	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4405	urn:cts:greekLit:tlg5026.msA.hmt:3.91	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4409	urn:cts:greekLit:tlg5026.msA.hmt:3.676	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4410	urn:cts:greekLit:tlg5026.msA.hmt:3.100	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4415	urn:cts:greekLit:tlg5026.msA.hmt:3.108	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4422	urn:cts:greekLit:tlg5026.msA.hmt:3.678	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4423	urn:cts:greekLit:tlg5026.msA.hmt:3.679	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4425	urn:cts:greekLit:tlg5026.msA.hmt:3.129	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4426	urn:cts:greekLit:tlg5026.msA.hmt:3.136	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4427	urn:cts:greekLit:tlg5026.msA.hmt:3.138	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4430	urn:cts:greekLit:tlg5026.msA.hmt:3.149	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4431	urn:cts:greekLit:tlg5026.msA.hmt:3.151	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4432	urn:cts:greekLit:tlg5026.msA.hmt:3.152	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4434	urn:cts:greekLit:tlg5026.msA.hmt:3.158	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4436	urn:cts:greekLit:tlg5026.msA.hmt:3.164	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4437	urn:cts:greekLit:tlg5026.msA.hmt:3.168	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4440	urn:cts:greekLit:tlg5026.msA.hmt:3.171	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4441	urn:cts:greekLit:tlg5026.msA.hmt:3.175	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4443	urn:cts:greekLit:tlg5026.msA.hmt:3.179	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4445	urn:cts:greekLit:tlg5026.msA.hmt:3.191	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4446	urn:cts:greekLit:tlg5026.msA.hmt:3.201	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4448	urn:cts:greekLit:tlg5026.msA.hmt:3.691	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4452	urn:cts:greekLit:tlg5026.msA.hmt:3.229	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4455	urn:cts:greekLit:tlg5026.msA.hmt:3.233	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4458	urn:cts:greekLit:tlg5026.msA.hmt:3.252	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4459	urn:cts:greekLit:tlg5026.msA.hmt:3.254	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4466	urn:cts:greekLit:tlg5026.msA.hmt:3.249	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4467	urn:cts:greekLit:tlg5026.msA.hmt:3.253	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4474	urn:cts:greekLit:tlg5026.msA.hmt:3.297	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4480	urn:cts:greekLit:tlg5026.msA.hmt:3.324	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4484	urn:cts:greekLit:tlg5026.msA.hmt:3.330	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4486	urn:cts:greekLit:tlg5026.msA.hmt:3.344	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4487	urn:cts:greekLit:tlg5026.msA.hmt:3.345	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4489	urn:cts:greekLit:tlg5026.msA.hmt:3.353	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4490	urn:cts:greekLit:tlg5026.msA.hmt:3.362	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4498	urn:cts:greekLit:tlg5026.msA.hmt:3.381	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4500	urn:cts:greekLit:tlg5026.msA.hmt:3.388	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4501	urn:cts:greekLit:tlg5026.msA.hmt:3.391	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs4503	urn:cts:greekLit:tlg5026.msA.hmt:3.399	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4504	urn:cts:greekLit:tlg5026.msA.hmt:3.402	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4505	urn:cts:greekLit:tlg5026.msA.hmt:3.406	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4507	urn:cts:greekLit:tlg5026.msA.hmt:3.409	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4508	urn:cts:greekLit:tlg5026.msA.hmt:3.412	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4509	urn:cts:greekLit:tlg5026.msA.hmt:3.420	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4510	urn:cts:greekLit:tlg5026.msA.hmt:3.421	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4511	urn:cts:greekLit:tlg5026.msA.hmt:3.423	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4512	urn:cts:greekLit:tlg5026.msA.hmt:3.416	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4513	urn:cts:greekLit:tlg5026.msA.hmt:3.429	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4515	urn:cts:greekLit:tlg5026.msA.hmt:3.445	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4526	urn:cts:greekLit:tlg5026.msA.hmt:3.477	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4530	urn:cts:greekLit:tlg5026.msA.hmt:3.498	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4532	urn:cts:greekLit:tlg5026.msA.hmt:3.746	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4534	urn:cts:greekLit:tlg5026.msA.hmt:3.509	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4536	urn:cts:greekLit:tlg5026.msA.hmt:3.514	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4537	urn:cts:greekLit:tlg5026.msA.hmt:3.753	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4538	urn:cts:greekLit:tlg5026.msA.hmt:3.518	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4542	urn:cts:greekLit:tlg5026.msA.hmt:3.529	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4543	urn:cts:greekLit:tlg5026.msA.hmt:3.535	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4550	urn:cts:greekLit:tlg5026.msA.hmt:3.570	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4551	urn:cts:greekLit:tlg5026.msA.hmt:3.575	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4552	urn:cts:greekLit:tlg5026.msA.hmt:3.579	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4553	urn:cts:greekLit:tlg5026.msA.hmt:3.585	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4554	urn:cts:greekLit:tlg5026.msA.hmt:3.590	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4555	urn:cts:greekLit:tlg5026.msA.hmt:3.594	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4556	urn:cts:greekLit:tlg5026.msA.hmt:3.598	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4557	urn:cts:greekLit:tlg5026.msA.hmt:3.605	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4558	urn:cts:greekLit:tlg5026.msA.hmt:3.610	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4559	urn:cts:greekLit:tlg5026.msA.hmt:3.620	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4561	urn:cts:greekLit:tlg5026.msA.hmt:3.625	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4563	urn:cts:greekLit:tlg5026.msA.hmt:3.650	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4564	urn:cts:greekLit:tlg5026.msA.hmt:3.632	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4565	urn:cts:greekLit:tlg5026.msA.hmt:3.635	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4570	urn:cts:greekLit:tlg5026.msA.hmt:3.668	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4572	urn:cts:greekLit:tlg5026.msA.hmt:4.4	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4573	urn:cts:greekLit:tlg5026.msA.hmt:4.8	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4574	urn:cts:greekLit:tlg5026.msA.hmt:4.785	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4575	urn:cts:greekLit:tlg5026.msA.hmt:4.5	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4576	urn:cts:greekLit:tlg5026.msA.hmt:4.9	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4577	urn:cts:greekLit:tlg5026.msA.hmt:4.786	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4578	urn:cts:greekLit:tlg5026.msA.hmt:4.787	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4579	urn:cts:greekLit:tlg5026.msA.hmt:4.10	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4582	urn:cts:greekLit:tlg5026.msA.hmt:4.37	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4583	urn:cts:greekLit:tlg5026.msA.hmt:4.39	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4592	urn:cts:greekLit:tlg5026.msA.hmt:4.74	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4593	urn:cts:greekLit:tlg5026.msA.hmt:4.76	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4594	urn:cts:greekLit:tlg5026.msA.hmt:4.79	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4595	urn:cts:greekLit:tlg5026.msA.hmt:4.87	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4599	urn:cts:greekLit:tlg5026.msA.hmt:4.99	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4600	urn:cts:greekLit:tlg5026.msA.hmt:4.100	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4609	urn:cts:greekLit:tlg5026.msA.hmt:4.139	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4610	urn:cts:greekLit:tlg5026.msA.hmt:4.141	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4617	urn:cts:greekLit:tlg5026.msA.hmt:4.169	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4618	urn:cts:greekLit:tlg5026.msA.hmt:4.182	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4626	urn:cts:greekLit:tlg5026.msA.hmt:4.196	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4627	urn:cts:greekLit:tlg5026.msA.hmt:4.204	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4630	urn:cts:greekLit:tlg5026.msA.hmt:4.224	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4631	urn:cts:greekLit:tlg5026.msA.hmt:4.227	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4633	urn:cts:greekLit:tlg5026.msA.hmt:4.231	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4634	urn:cts:greekLit:tlg5026.msA.hmt:4.236	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4635	urn:cts:greekLit:tlg5026.msA.hmt:4.241	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4637	urn:cts:greekLit:tlg5026.msA.hmt:4.234	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4642	urn:cts:greekLit:tlg5026.msA.hmt:4.288	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4643	urn:cts:greekLit:tlg5026.msA.hmt:4.290	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4644	urn:cts:greekLit:tlg5026.msA.hmt:4.296	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4646	urn:cts:greekLit:tlg5026.msA.hmt:4.304	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4648	urn:cts:greekLit:tlg5026.msA.hmt:4.312	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4650	urn:cts:greekLit:tlg5026.msA.hmt:4.316	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4652	urn:cts:greekLit:tlg5026.msA.hmt:4.327	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4653	urn:cts:greekLit:tlg5026.msA.hmt:4.335	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4654	urn:cts:greekLit:tlg5026.msA.hmt:4.341	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4655	urn:cts:greekLit:tlg5026.msA.hmt:4.342	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4657	urn:cts:greekLit:tlg5026.msA.hmt:4.348	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs4659	urn:cts:greekLit:tlg5026.msA.hmt:4.358	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs4660	urn:cts:greekLit:tlg5026.msA.hmt:4.361	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4662	urn:cts:greekLit:tlg5026.msA.hmt:4.365	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4666	urn:cts:greekLit:tlg5026.msA.hmt:4.380	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4669	urn:cts:greekLit:tlg5026.msA.hmt:4.400	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4670	urn:cts:greekLit:tlg5026.msA.hmt:4.404	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4675	urn:cts:greekLit:tlg5026.msA.hmt:4.415	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4676	urn:cts:greekLit:tlg5026.msA.hmt:4.421	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4678	urn:cts:greekLit:tlg5026.msA.hmt:4.437	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4681	urn:cts:greekLit:tlg5026.msA.hmt:4.448	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4683	urn:cts:greekLit:tlg5026.msA.hmt:4.453	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4684	urn:cts:greekLit:tlg5026.msA.hmt:4.459	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4688	urn:cts:greekLit:tlg5026.msA.hmt:4.467	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4691	urn:cts:greekLit:tlg5026.msA.hmt:4.476	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4693	urn:cts:greekLit:tlg5026.msA.hmt:4.494	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4694	urn:cts:greekLit:tlg5026.msA.hmt:4.489	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4697	urn:cts:greekLit:tlg5026.msA.hmt:4.506	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4699	urn:cts:greekLit:tlg5026.msA.hmt:4.513	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4700	urn:cts:greekLit:tlg5026.msA.hmt:4.843	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4703	urn:cts:greekLit:tlg5026.msA.hmt:4.530	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4706	urn:cts:greekLit:tlg5026.msA.hmt:4.541	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4707	urn:cts:greekLit:tlg5026.msA.hmt:4.549	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4711	urn:cts:greekLit:tlg5026.msA.hmt:4.563	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4715	urn:cts:greekLit:tlg5026.msA.hmt:4.579	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4718	urn:cts:greekLit:tlg5026.msA.hmt:4.599	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs4723	urn:cts:greekLit:tlg5026.msA.hmt:4.619	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4724	urn:cts:greekLit:tlg5026.msA.hmt:4.621	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4726	urn:cts:greekLit:tlg5026.msA.hmt:4.626	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4728	urn:cts:greekLit:tlg5026.msA.hmt:4.631	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4730	urn:cts:greekLit:tlg5026.msA.hmt:4.866	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4734	urn:cts:greekLit:tlg5026.msA.hmt:4.661	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4735	urn:cts:greekLit:tlg5026.msA.hmt:4.667	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4739	urn:cts:greekLit:tlg5026.msA.hmt:4.687	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4740	urn:cts:greekLit:tlg5026.msA.hmt:4.691	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4741	urn:cts:greekLit:tlg5026.msA.hmt:4.697	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4745	urn:cts:greekLit:tlg5026.msA.hmt:4.712	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4747	urn:cts:greekLit:tlg5026.msA.hmt:4.721	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4751	urn:cts:greekLit:tlg5026.msA.hmt:4.742	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4752	urn:cts:greekLit:tlg5026.msA.hmt:4.744	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4758	urn:cts:greekLit:tlg5026.msA.hmt:4.778	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4759	urn:cts:greekLit:tlg5026.msA.hmt:4.780	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4765	urn:cts:greekLit:tlg5026.msA.hmt:5.1003	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4766	urn:cts:greekLit:tlg5026.msA.hmt:5.1004	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4767	urn:cts:greekLit:tlg5026.msA.hmt:5.1005	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4773	urn:cts:greekLit:tlg5026.msA.hmt:5.1011	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4774	urn:cts:greekLit:tlg5026.msA.hmt:5.1012	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4775	urn:cts:greekLit:tlg5026.msA.hmt:5.1013	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4776	urn:cts:greekLit:tlg5026.msA.hmt:5.1014	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4778	urn:cts:greekLit:tlg5026.msA.hmt:5.1016	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4780	urn:cts:greekLit:tlg5026.msA.hmt:5.1018	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4781	urn:cts:greekLit:tlg5026.msA.hmt:5.1019	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4782	urn:cts:greekLit:tlg5026.msA.hmt:5.1020	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4790	urn:cts:greekLit:tlg5026.msA.hmt:5.1028	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4791	urn:cts:greekLit:tlg5026.msA.hmt:5.1029	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4792	urn:cts:greekLit:tlg5026.msA.hmt:5.1030	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4794	urn:cts:greekLit:tlg5026.msA.hmt:5.6133	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4798	urn:cts:greekLit:tlg5026.msA.hmt:5.1035	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:scholsign.v1:cs4803	urn:cts:greekLit:tlg5026.msA.hmt:5.1040	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4805	urn:cts:greekLit:tlg5026.msA.hmt:5.1042	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4806	urn:cts:greekLit:tlg5026.msA.hmt:5.1043	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4808	urn:cts:greekLit:tlg5026.msA.hmt:5.1045	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4809	urn:cts:greekLit:tlg5026.msA.hmt:5.1046	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4810	urn:cts:greekLit:tlg5026.msA.hmt:5.1047	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4811	urn:cts:greekLit:tlg5026.msA.hmt:5.1048	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4814	urn:cts:greekLit:tlg5026.msA.hmt:5.1051	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4816	urn:cts:greekLit:tlg5026.msA.hmt:5.1053	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:scholsign.v1:cs4817	urn:cts:greekLit:tlg5026.msA.hmt:5.1054	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4818	urn:cts:greekLit:tlg5026.msA.hmt:5.1055	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4819	urn:cts:greekLit:tlg5026.msA.hmt:5.1056	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4820	urn:cts:greekLit:tlg5026.msA.hmt:5.1057	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:scholsign.v1:cs4823	urn:cts:greekLit:tlg5026.msA.hmt:5.1060	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:scholsign.v1:cs4826	urn:cts:greekLit:tlg5026.msA.hmt:5.1063	urn:cite2:hmt:critsign:diple	TBA
